0.4,841,4.45
0.83,1120,8.13
0.58,3136,13.6
0.41,1625,8.53
0.83,2240,15.79
0.58,6272,26.62
0.42,2409,12.62
0.83,3360,23.44
0.58,9408,39.62
0.42,3193,16.7
0.83,4480,31.1
0.58,12544,52.63
1,1244,9.82
0.83,3360,21.41
0.4,2185,14.56
0.83,5600,33.55
0.4,2857,19.21
0.83,7840,46.08
0.4,3529,23.87
0.83,10080,58.79
0.41,4313,27.71
0.83,11200,65.85
0.41,5657,36.49
0.83,15680,90.5
0.41,7001,45.28
0.83,20160,114.38
